Datetime,Tweet Id,Text,Username
2023-03-07 00:14:39+00:00,1632897514012651524,"@ZubyMusic Yeah, it’s bizarre",elonmusk
2023-03-07 00:09:03+00:00,1632896101974962177,@BillyM2k @TheSmarmyBum It’s pretty great!,elonmusk
2023-03-06 22:36:57+00:00,1632872927816302594,"@ryanhallyall It is a major priority to enable monetization by content creators! People need to make a living and prosper from their work.

We need to make it possible to upload the content in the first place. That’s getting there.",elonmusk
2023-03-06 22:08:42+00:00,1632865818563293190,"Accounts engaging in repeated, egregious weaponization of DMCA on Twitter or encouraging weaponization of DMCA will receive temporary suspensions. 

That said, reasonable media takedown requests are, of course, appropriate and will always be supported.",elonmusk
2023-03-06 20:38:06+00:00,1632843016749699073,@cb_doge @TrungTPhan I was robbed!,elonmusk
2023-03-06 20:25:15+00:00,1632839781997588488,"@micsolana If what they want are pretty pics &amp; heart emoji’s, I recommend Instagram. It’s great for that, please go there.

Instagram reminds me of Cloud Cuckoo Land. Everything seems super nice on the surface, but it’s actually hell. 

https://t.co/sVhNlJ8TjL",elonmusk
2023-03-06 20:14:06+00:00,1632836977274880000,"@BillyM2k @micsolana Yup, they can dish it out, but they can’t take it",elonmusk
2023-03-06 20:13:03+00:00,1632836710705909761,"@andrew_lilico @DavidDeutschOxf In a case like that, definitely.",elonmusk
2023-03-06 19:36:53+00:00,1632827612434165760,@DrJBhattacharya @MarkChangizi 💯,elonmusk
2023-03-06 19:36:31+00:00,1632827520193110019,@monitoringbias Interesting,elonmusk
2023-03-06 19:32:38+00:00,1632826539787145216,@greg_price11 !,elonmusk
2023-03-06 18:52:23+00:00,1632816412593905666,@dogeofficialceo @BillyM2k @LGElectronics We’re working on it!,elonmusk
2023-03-06 18:27:14+00:00,1632810081497513993,"@pmarca A small API change had massive ramifications. The code stack is extremely brittle for no good reason. 

Will ultimately need a complete rewrite.",elonmusk
2023-03-06 18:24:23+00:00,1632809364594606081,@DrJBhattacharya 🎯,elonmusk
2023-03-06 17:39:30+00:00,1632798070940344322,"@BillyM2k @dogeofficialceo True, my @LGElectronics screen great!",elonmusk
2023-03-06 17:37:18+00:00,1632797515417370625,@Rainmaker1973 @NightLights_AM Any account engaging in blackmail will be suspended. Yours will not.,elonmusk
2023-03-06 17:32:34+00:00,1632796324356579331,@bronwynwilliams Super concerning,elonmusk
2023-03-06 17:31:57+00:00,1632796171574886401,@TheRabbitHole84 New Twitter is the source of truth,elonmusk
2023-03-06 17:31:01+00:00,1632795933741129728,@jordanbpeterson Idiocracy is happening so fast,elonmusk
2023-03-06 17:28:54+00:00,1632795401030885378,@jordanbpeterson True,elonmusk
2023-03-06 17:23:22+00:00,1632794008060567552,@alx This platform is so brittle (sigh). Will be fixed shortly.,elonmusk
2023-03-06 17:22:15+00:00,1632793727788785664,@stillgray !!,elonmusk
2023-03-06 17:21:43+00:00,1632793594665881600,@ZubyMusic Civilization is going 🥜,elonmusk
2023-03-06 17:21:13+00:00,1632793469507780610,@ZubyMusic 🤣,elonmusk
2023-03-06 17:20:17+00:00,1632793235226599425,@BillFOXLA This is crazy!,elonmusk
2023-03-06 17:19:16+00:00,1632792979684327425,@isabelleboemeke True 😔,elonmusk
2023-03-06 17:17:36+00:00,1632792556864937985,@WallStreetSilv This is messed up and will not make a difference to climate!,elonmusk
2023-03-06 17:16:31+00:00,1632792287372517377,"@CollinRugg Good point. If an organization portrays itself as balanced, but is not, it should be labeled to inform the public.",elonmusk
2023-03-06 17:14:21+00:00,1632791740720488449,@DrJBhattacharya Exactly. Fauci egregiously betrayed the public trust.,elonmusk
2023-03-06 17:00:04+00:00,1632788147573497856,@FoxNews This is extremely unfair to anyone with XX chromosomes!,elonmusk
2023-03-06 11:36:09+00:00,1632706630927130627,"@Annie_DLV True, have to admit trolls are kinda fun",elonmusk
2023-03-06 10:10:43+00:00,1632685129498869763,"@Chesschick01 Exactly. 

At the same time, worth noting that the left is not being censored either. 

This is not a right wing takeover, but rather a centrist takeover.",elonmusk
2023-03-06 10:06:05+00:00,1632683965902356483,@teslaownersSV Insane snow!,elonmusk
2023-03-06 10:04:14+00:00,1632683497574871041,@teslaownersSV Exactly,elonmusk
2023-03-06 09:59:54+00:00,1632682409366781953,(real article from organization calling itself bbc),elonmusk
2023-03-06 09:57:26+00:00,1632681788941139972,Sorry for turning Twitter from nurturing paradise into place that has … trolls 🧌 https://t.co/HaWl1jPfOm,elonmusk
2023-03-06 08:40:37+00:00,1632662453950595072,@Rainmaker1973 A practical limit to digits of pi is how many are needed to divide the universe into Planck voxels,elonmusk
2023-03-06 08:36:59+00:00,1632661540645093377,@Rainmaker1973 This is arguably the most mind-blowing thing about “reality”,elonmusk
2023-03-06 08:34:42+00:00,1632660967006806016,@WallStreetSilv Especially accurately … must be a tiny scale,elonmusk
2023-03-06 07:54:05+00:00,1632650743659331584,@WallStreetSilv Can’t be an easy job weighing mice nuts,elonmusk
2023-03-06 07:27:49+00:00,1632644133868142592,@BillyM2k @BBCWorld Literally roflmao …,elonmusk
2023-03-06 07:26:54+00:00,1632643904548880384,@BillyM2k @CommunityNotes Major asset on the side of truth &amp; accuracy!,elonmusk
2023-03-06 07:24:12+00:00,1632643223456829440,@BillyM2k @olivia_p_walker @CommunityNotes 🤣💯,elonmusk
2023-03-06 03:05:50+00:00,1632578205000384520,@anammostarac 🥇,elonmusk
2023-03-06 02:51:51+00:00,1632574686851739648,@unusual_whales BI,elonmusk
2023-03-06 02:49:29+00:00,1632574090216103937,https://t.co/Qo6K6E1KkY,elonmusk
2023-03-05 23:35:58+00:00,1632525389863034882,@kimbal It is inspiring to think that humans did that,elonmusk
2023-03-05 23:35:15+00:00,1632525209503928322,@chicago_glenn The meme community has high standards!,elonmusk
2023-03-05 23:34:18+00:00,1632524972588695553,@ThePrimeagen As an attachment? How many chars? We are extending longform tweets to 10k soon.,elonmusk
2023-03-05 23:32:11+00:00,1632524437227716608,Add Fun to the FDA &amp; rename to FFDA,elonmusk
2023-03-05 23:30:06+00:00,1632523912893575168,@BillyM2k @POTUS What about fun? I say vote for more fun!,elonmusk
2023-03-05 22:56:26+00:00,1632515440692846593,@BBCNews !,elonmusk
2023-03-05 22:18:24+00:00,1632505870482300930,@dogeofficialceo @cb_doge 😂,elonmusk
